"Summary","Issue Type","Priority","Labels","Description"
"Android 12+ Splash Screen API Vector Icon Scaling Stretched on Landscape Orientation","Improvement","Low","android native","[SEVERITY & IMPACT]
P3 - Tablet & Foldable Orientation Glitch.
When launching the app in landscape orientation on an Android tablet, the splash screen FitEmpire logo stretches horizontally.

[AFFECTED FILES & LINES]
- fitempire-mobile/android/app/src/main/res/values-v31/styles.xml

[TECHNICAL ROOT CAUSE]
windowSplashScreenAnimatedIcon style does not specify gravity=""center"" or bounds constraints in drawable XML.

[STEPS TO REPRODUCE]
1. Rotate tablet to landscape orientation.
2. Cold launch app.
3. Splash icon distorts horizontally during 1-second cold boot.

[EXPECTED BEHAVIOR]
Splash logo maintains strict 1:1 aspect ratio centered on display.

[ACTUAL BEHAVIOR]
Stretched logo in landscape mode.

[PROPOSED RESOLUTION]
Configure windowSplashScreenIconBackgroundColor and center gravity in values-v31/styles.xml."
"Android Studio Gradle Build Fails with Duplicate Class Errors on React Native Vector Icons","Bug","Medium","android native","[SEVERITY & IMPACT]
P2 - Native Build Pipeline Failure.
Running ./gradlew assembleDebug in Android Studio fails with duplicate class org.lucide... errors when both lucide-react-native and custom fonts are imported.

[AFFECTED FILES & LINES]
- fitempire-mobile/android/app/build.gradle

[TECHNICAL ROOT CAUSE]
Font assets are duplicated across android/app/src/main/assets/fonts and node_modules font bundling plugins.

[STEPS TO REPRODUCE]
1. Open fitempire-mobile in Android Studio.
2. Execute Build -> Rebuild Project.
3. Gradle build fails with DuplicateResourceException: .../assets/fonts/lucide.ttf.

[EXPECTED BEHAVIOR]
Clean Gradle build with zero duplicate asset collisions.

[ACTUAL BEHAVIOR]
Build fails with duplicate resource conflict.

[PROPOSED RESOLUTION]
Exclude duplicate font paths in android/app/build.gradle packagingOptions."
"Notification Channel Not Registered on Android 8+ Causing Silent Drop of Push Notifications","Bug","High","android native","[SEVERITY & IMPACT]
P1 - Broken Marketing & Operational Push Alerts.
On Android 8.0+ (Oreo and higher), push notifications sent without an explicit NotificationChannel ID are dropped silently by the Android OS, preventing users from receiving class alerts.

[AFFECTED FILES & LINES]
- fitempire-mobile/src/app/_layout.tsx

[TECHNICAL ROOT CAUSE]
App does not call Notifications.setNotificationChannelAsync('default', { name: 'FitEmpire Alerts', importance: Notifications.AndroidImportance.MAX }) on app boot.

[STEPS TO REPRODUCE]
1. Install app on Android 12 device.
2. Send push notification from backend.
3. Notification never displays in notification tray because channel ID is missing.

[EXPECTED BEHAVIOR]
Create default high-importance notification channel with sound and vibration enabled.

[ACTUAL BEHAVIOR]
Notifications dropped silently by Android OS.

[PROPOSED RESOLUTION]
Register notification channels in root layout during mobile initialization."
"Gradle Build Caching Disabled in android/gradle.properties Slowing Android Studio Sync","Improvement","Low","android native","[SEVERITY & IMPACT]
P3 - Developer Velocity.
Every time developers open the project in Android Studio, Gradle project sync takes 3+ minutes because org.gradle.caching=true and org.gradle.parallel=true are commented out.

[AFFECTED FILES & LINES]
- fitempire-mobile/android/gradle.properties

[TECHNICAL ROOT CAUSE]
Build cache and parallel execution flags are missing in local Gradle properties.

[STEPS TO REPRODUCE]
1. Run ./gradlew assembleDebug twice with no code changes.
2. Second build re-executes tasks from scratch instead of using UP-TO-DATE cache.

[EXPECTED BEHAVIOR]
Incremental Gradle builds should complete in under 15 seconds.

[ACTUAL BEHAVIOR]
Full rebuild executed every time.

[PROPOSED RESOLUTION]
Enable org.gradle.caching=true, org.gradle.parallel=true, and android.enableR8.fullMode=true."
"Missing Native Crash Reporting (Sentry / Firebase Crashlytics) in Android Release Builds","Improvement","Low","android native","[SEVERITY & IMPACT]
P3 - Observability & Crash Triaging.
When release builds crash in the wild on specific Samsung or Xiaomi devices, engineering has no crash logs, stack traces, or device telemetry to reproduce and fix the bug.

[AFFECTED FILES & LINES]
- fitempire-mobile/app.json
- fitempire-mobile/android/app/build.gradle

[TECHNICAL ROOT CAUSE]
No native crash reporting SDK (Sentry React Native or @react-native-firebase/crashlytics) is configured in app dependencies.

[STEPS TO REPRODUCE]
1. Trigger a native Android crash (e.g. out of memory in camera scanner).
2. App closes; zero crash reports appear in any developer console.

[EXPECTED BEHAVIOR]
Crash details (device model, Android OS version, native stack trace) automatically uploaded to Sentry / Crashlytics.

[ACTUAL BEHAVIOR]
Silent crash with zero telemetry.

[PROPOSED RESOLUTION]
Integrate @sentry/react-native with automated source map uploading in CI/CD."
"App Bundle (AAB) Missing Version Code Auto-Increment in CI/CD Release Pipeline","Improvement","Low","android native","[SEVERITY & IMPACT]
P3 - Release Engineering.
Developers building AAB releases must manually edit versionCode in app.json. Forgetting to bump it causes Google Play Console upload errors: ""Version code 1 has already been used"".

[AFFECTED FILES & LINES]
- fitempire-mobile/app.json
- .github/workflows/ci.yml

[TECHNICAL ROOT CAUSE]
versionCode is hardcoded to 1 without a CI/CD environment variable or Git commit counter auto-increment.

[STEPS TO REPRODUCE]
1. Build release AAB twice without manually modifying app.json.
2. Both builds produce versionCode: 1.
3. Second upload to Google Play is rejected.

[EXPECTED BEHAVIOR]
versionCode should auto-increment based on GitHub Actions run number (${{ github.run_number }}).

[ACTUAL BEHAVIOR]
Static versionCode requires manual edits.

[PROPOSED RESOLUTION]
Configure versionCode: process.env.GITHUB_RUN_NUMBER || 1 in app.config.js."
"Missing Unit Test Suite for PaymentController and Razorpay Signature Verification","Bug","High","backend testing","[SEVERITY & IMPACT]
P1 - Financial Regression Risk.
Core payment order creation, webhook verification, and signature calculation have 0% automated test coverage in fitempire-backend, allowing any code refactor to silently break payments.

[AFFECTED FILES & LINES]
- fitempire-backend/src/test/java/com/fitempire/modules/payments/PaymentControllerTest.java

[TECHNICAL ROOT CAUSE]
src/test directory contains only basic Spring context load test; no MockMvc or Mockito tests exist for RazorpayService.

[STEPS TO REPRODUCE]
1. Run mvn test in fitempire-backend.
2. Tests pass in 4 seconds because only 1 context test runs.
3. Intentionally break payment signature verification logic -> mvn test still passes with green checkmark!

[EXPECTED BEHAVIOR]
Comprehensive test suite testing valid signatures, invalid HMACs, expired internal payments, and webhook idempotency.

[ACTUAL BEHAVIOR]
Zero automated tests on financial payment flows.

[PROPOSED RESOLUTION]
Add PaymentControllerTest and RazorpayServiceTest with 100% test coverage using Mockito."
"Absence of Testcontainers Integration Tests for PostgreSQL Spatial and JSON Queries","Improvement","Low","backend testing","[SEVERITY & IMPACT]
P3 - Test Reliability & Realistic Testing.
Repository queries using PostgreSQL-specific functions (ACOS, RADIANS, JSONB) cannot be tested using in-memory H2 databases because H2 does not support Postgres trigonometric syntax.

[AFFECTED FILES & LINES]
- fitempire-backend/src/test/resources/application-test.yml

[TECHNICAL ROOT CAUSE]
Tests rely on standard spring-boot-starter-test without org.testcontainers:postgresql containerized database spinning up in CI.

[STEPS TO REPRODUCE]
1. Write a repository test for GymRepository.findNearby().
2. Running test against H2 fails with syntax error because H2 does not support PostgreSQL trigonometry.

[EXPECTED BEHAVIOR]
Integration tests spin up a real PostgreSQL 16 container via Testcontainers to validate native SQL.

[ACTUAL BEHAVIOR]
Integration tests cannot test spatial queries.

[PROPOSED RESOLUTION]
Add Testcontainers PostgreSQL dependency and configure @Testcontainers in base test class."
"Partner Portal Turnstile Check-In Workflow Lacks Automated End-to-End (Cypress / Playwright) Tests","Improvement","Low","frontend testing","[SEVERITY & IMPACT]
P3 - Quality Assurance & Release Confidence.
Front-desk QR scanning and manual check-in workflows are tested only manually before releases, risking catastrophic check-in failures during morning peak gym hours.

[AFFECTED FILES & LINES]
- fitempire-partner/package.json

[TECHNICAL ROOT CAUSE]
fitempire-partner has no Cypress or Playwright E2E test framework installed.

[STEPS TO REPRODUCE]
1. Run npm test in fitempire-partner.
2. No test runner is configured (No tests found).

[EXPECTED BEHAVIOR]
Automated E2E test simulating staff login -> QR camera scan -> verify attendance record in table.

[ACTUAL BEHAVIOR]
Zero automated frontend tests.

[PROPOSED RESOLUTION]
Install Playwright and create e2e/checkin.spec.ts running on every PR in GitHub Actions."
"Database Timestamp Timezone Discrepancy Between UTC Server and Asia/Kolkata Business Dates","Bug","Medium","backend database","[SEVERITY & IMPACT]
P2 - Daily Pass Quota Calculation Error.
A member checking in at 11:30 PM IST on September 8 is recorded on server as 06:00 PM UTC September 8. However, checks comparing LocalDate.now() with system UTC date cross midnight 5.5 hours early, causing pass quota resets at 05:30 AM instead of midnight.

[AFFECTED FILES & LINES]
- fitempire-backend/src/main/resources/application.yml
- fitempire-backend/src/main/java/com/fitempire/FitEmpireApplication.java

[TECHNICAL ROOT CAUSE]
JVM default timezone is UTC while business dates (passes, check-in quotas) operate in ZoneId.of(""Asia/Kolkata""). LocalDate.now() defaults to UTC.

[STEPS TO REPRODUCE]
1. Check in at 12:30 AM IST (September 9).
2. Server UTC time is 07:00 PM (September 8).
3. Check-in is stamped under previous day date, allowing member to check in again on September 9.

[EXPECTED BEHAVIOR]
All business dates should evaluate against ZoneId.of(""Asia/Kolkata"") or explicitly convert UTC instants.

[ACTUAL BEHAVIOR]
Timezone mismatch causes quota discrepancies around midnight.

[PROPOSED RESOLUTION]
Set TimeZone.setDefault(TimeZone.getTimeZone(""Asia/Kolkata"")) or use ZonedDateTime.now(ZoneId.of(""Asia/Kolkata""))."
"Mobile Jest Component Test Suite Missing for Pass Purchase and Checkout Flow","Improvement","Low","mobile testing","[SEVERITY & IMPACT]
P3 - Mobile App Regression Prevention.
Refactoring membership plan cards or pricing buttons often accidentally breaks plan selection without developers noticing until users report broken purchase buttons.

[AFFECTED FILES & LINES]
- fitempire-mobile/package.json

[TECHNICAL ROOT CAUSE]
jest and @testing-library/react-native are not configured with mocked Expo router and auth context providers.

[STEPS TO REPRODUCE]
1. Run npm test in fitempire-mobile.
2. Command fails: ""No tests found"".

[EXPECTED BEHAVIOR]
Automated unit tests asserting that selecting ""FitEmpire 360"" displays ₹7,999 and triggers payment handler.

[ACTUAL BEHAVIOR]
No unit testing in mobile app.

[PROPOSED RESOLUTION]
Setup Jest with React Native Testing Library and add __tests__/membership.test.tsx."
"Unique Constraint Missing on (email, is_deleted) in Users Table Permitting Duplicate Active Accounts","Bug","High","backend database","[SEVERITY & IMPACT]
P1 - Authentication Ambiguity & Database Corruption.
The users table has a global UNIQUE constraint on email. When a user soft-deletes their account, they can never register again with the same email address because the unique constraint conflicts with the soft-deleted row.

[AFFECTED FILES & LINES]
- fitempire-backend/src/main/resources/db/migration/V1__initial_schema.sql
- fitempire-backend/src/main/java/com/fitempire/modules/users/entity/User.java

[TECHNICAL ROOT CAUSE]
DDL defines email VARCHAR(255) UNIQUE without partial index condition WHERE is_deleted = false.

[STEPS TO REPRODUCE]
1. User registers with rahul@gmail.com.
2. User deletes account (is_deleted = true).
3. User tries to register again with rahul@gmail.com.
4. Database throws DuplicateKeyException: Key (email)=(rahul@gmail.com) already exists.

[EXPECTED BEHAVIOR]
Soft-deleted emails should allow re-registration by enforcing uniqueness only on active accounts.

[ACTUAL BEHAVIOR]
Deleted users permanently locked out from re-registering.

[PROPOSED RESOLUTION]
Replace standard UNIQUE constraint with PostgreSQL partial unique index: CREATE UNIQUE INDEX idx_users_active_email ON users(email) WHERE is_deleted = false."
"PostgreSQL Database Connection Pool Exhaustion Due to Missing Transaction Timeout","Improvement","Low","backend database","[SEVERITY & IMPACT]
P3 - Database Resilience.
If an external API call hangs inside an open @Transactional method, the database transaction remains open indefinitely, locking rows and holding connections.

[AFFECTED FILES & LINES]
- fitempire-backend/src/main/resources/application.yml (Lines 22-37)

[TECHNICAL ROOT CAUSE]
spring.jpa.properties.javax.persistence.query.timeout is omitted, and default transaction timeout is not configured in Spring transaction manager.

[STEPS TO REPRODUCE]
1. Simulate network freeze on external third-party call inside a transactional service.
2. Check PostgreSQL pg_stat_activity -> Connection status is active in transaction for 10+ minutes.

[EXPECTED BEHAVIOR]
Transactions should automatically abort and roll back after 15 seconds: @Transactional(timeout = 15).

[ACTUAL BEHAVIOR]
Transactions can hang indefinitely.

[PROPOSED RESOLUTION]
Configure default transaction timeout of 15 seconds in application.yml."
"API Response Serialization Lacks Jackson Instant UTC ISO-8601 Formatting Standard","Improvement","Low","backend api","[SEVERITY & IMPACT]
P3 - API Client Consistency.
Some endpoints return dates as numeric Unix epoch milliseconds (1787210189000) while others return formatted ISO strings (""2026-09-08T10:30:00Z""), confusing mobile and web client date parsers.

[AFFECTED FILES & LINES]
- fitempire-backend/src/main/resources/application.yml (Lines 100-115)

[TECHNICAL ROOT CAUSE]
spring.jackson.serialization.write-dates-as-timestamps is not explicitly set to false in application.yml.

[STEPS TO REPRODUCE]
1. Query /v1/gyms -> Dates return as ISO-8601 strings.
2. Query /v1/payments -> Dates return as numeric millisecond timestamps.

[EXPECTED BEHAVIOR]
All dates formatted consistently in ISO-8601 UTC string format across all endpoints.

[ACTUAL BEHAVIOR]
Mixed epoch timestamps and ISO strings.

[PROPOSED RESOLUTION]
Set spring.jackson.serialization.write-dates-as-timestamps: false and date-format: yyyy-MM-dd'T'HH:mm:ss.SSSXXX in application.yml."
